id,name,description,how_to_earn,category,type,rarity,stat_key,threshold,threshold_type,requires_verification,icon,icon_url,color_primary,color_secondary,color_glow,banner_gradient,sport,is_active,display_order,created_at,frame_url,glow_url,unlock_effect_url,xp_reward,target_role,min_level,stacks_into,flavor_text,cadence,badge_image_url,chain_id,chain_position,tier,tier0_image_url,engagement_category
33aec9f8-3ca9-451c-8313-108750dbf74b,SERVICE MASTER,Serving excellence,Record 25 aces in a season,offensive,badge,rare,total_aces,25,season,false,🎯,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/ace_sniper.png,#7C3AED,#5B21B6,#8B5CF6,,volleyball,true,22,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_silver.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/rare_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_fire.png,100,player,1,,,lifetime,,,0,1,,milestone
a55fa948-1266-4a6e-a4f3-9827ed734f59,SETUP ARTIST,Creating opportunities,Record 25 assists in a season,playmaker,badge,uncommon,total_assists,25,season,false,🎨,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/orchestrator.png,#34D399,#10B981,#A7F3D0,,volleyball,true,51,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_bronze.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_gold.png,50,player,1,,,lifetime,,,0,1,,milestone
2de8b8d4-ea0f-4016-a259-a37cb14fd6f6,GROUND ZERO,Nothing hits the floor,Record 25 digs in a season,defensive,badge,uncommon,total_digs,25,season,false,🛡️,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/guardian.png,#0EA5E9,#0284C7,#7DD3FC,,volleyball,true,31,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_bronze.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,50,player,1,,,lifetime,,,0,1,,milestone
2c66201a-48c7-4fc8-8598-2c2016b7697d,SHOWING UP,Consistency is key,Play in 5 games,heart,badge,common,games_played,5,season,false,📅,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/all_heart.png,#A855F7,#9333EA,#C4B5FD,,volleyball,true,60,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_iron.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/common_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/energy_heart.png,25,player,1,,,lifetime,,,0,1,,milestone
764d8ffb-87b0-4bb6-895c-73e194b03df1,10 Games,Play 10 games,games_played,Career,badge,common,games_played,10,season,false,💜,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_10-games_common.png,#C084FC,#A855F7,#DDD6FE,,volleyball,true,61,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_bronze.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/energy_heart.png,25,player,1,25 Games,,Lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_10-games_common.png,19,2,1,,milestone
c29d7d89-1c5e-47dd-83b3-840835f9fdd8,FLOOR GENERAL,The ultimate playmaker,Record 100 assists in a season,playmaker,badge,epic,total_assists,100,season,false,⭐,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_floor-general_rare.png,#A7F3D0,#6EE7B7,#ECFDF5,,volleyball,true,53,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_gold.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/epic_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_gold.png,200,player,1,,,lifetime,,,0,1,,milestone
8b36bc21-9bfc-4dce-abd9-77ece73497f6,First Ace,Untouchable serve,Record your first ace,Offensive,badge,common,total_aces,1,career,false,🎯,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_first-ace_common.png,#A855F7,#7C3AED,#C4B5FD,,volleyball,true,20,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_iron.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/common_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_fire.png,25,player,1,Sniper I,,Lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_first-ace_common.png,2,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_first-ace-chain_tier0.png,stat
fc70d8e2-e6a8-405c-863e-4e1c5471dc57,Floor General,Defensive anchor,Get 75 digs in a season,Defensive,calling_card,rare,total_digs,75,season,false,❄️,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_floor-general_rare.png,#0891B2,#0E7490,,"linear-gradient(135deg, #164E63 0%, #06B6D4 30%, #22D3EE 60%, #A5F3FC 100%)",volleyball,true,111,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/calling-cards/banners/elemental_ice.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/rare_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,100,player,6,Human Vacuum,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_total_digs_rare.png,7,4,3,,stat
f9983cf2-e53b-4ea6-b7fa-371810d26d04,Ace Machine,Nobody can return your serve,Get 50 aces in a season,Offensive,badge,epic,total_aces,50,season,false,🔥,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_ace-machine_epic.png,#6D28D9,#4C1D95,#7C3AED,,volleyball,true,23,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_gold.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/epic_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_fire.png,200,player,10,,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_total_aces_epic.png,2,5,4,,stat
0a19e94a-ef7f-4ceb-9dd0-31787d378ef7,Kill Streak II,Now you're dangerous,Get 25 kills in a season,Offensive,calling_card,uncommon,total_kills,25,season,false,🔥,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_kill-streak-ii_uncommon.png,#EF4444,#B91C1C,,"linear-gradient(135deg, #EF4444 0%, #F97316 50%, #FBBF24 100%)",volleyball,true,100,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/calling-cards/banners/elemental_fire.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_fire.png,50,player,3,Kill Streak III,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_kill-streak-ii_uncommon.png,1,3,2,,stat
6524683e-1e68-4399-8fcc-12d6902a9cee,Century Club,Play 100 career games,career_games,Career,badge,epic,total_points,100,season,false,💎,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_century-club_epic.png,#F472B6,#EC4899,#FBCFE8,,volleyball,true,71,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_silver.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/rare_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/energy_heart.png,200,player,10,200 Club,,Lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_career_games_epic.png,19,5,4,,milestone
8fdc12b9-5125-4444-af3d-d8f42e4d8895,Point Machine,50 total points,total_points,Offensive,badge,uncommon,total_points,50,season,false,💯,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_point-machine_uncommon.png,#EC4899,#DB2777,#F9A8D4,,volleyball,true,70,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_bronze.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/energy_heart.png,50,player,3,Century,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_point-machine_uncommon.png,5,2,2,,stat
c326a9ed-9448-4b6e-88cb-478364d101e8,The Wall I,Your first block,Record your first block,Defensive,badge,common,total_blocks,1,career,false,🧱,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-wall-i_common.png,#F59E0B,#D97706,#FCD34D,,volleyball,true,40,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_iron.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/common_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,25,player,1,The Wall II,,Lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-wall-i_common.png,6,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_the-wall-i-chain_tier0.png,stat
f8be3289-5234-473b-9c34-876e320c9b0b,The Wall II,Building a fortress,Get 10 blocks in a season,Defensive,badge,common,total_blocks,10,season,false,🧱,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-wall-ii_common.png,#F59E0B,#D97706,#FCD34D,,volleyball,true,41,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_bronze.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,25,player,1,The Wall III,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-wall-ii_common.png,6,2,1,,stat
c98c564c-a7fd-448f-b0de-933fa8a5f302,The Wall III,Net dominator,Get 25 blocks in a season,Defensive,badge,uncommon,total_blocks,25,season,false,🎉,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-wall-iii_uncommon.png,#FBBF24,#F59E0B,#FDE68A,,volleyball,true,42,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_silver.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/rare_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,50,player,3,Fortress,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-wall-iii_uncommon.png,6,3,2,,stat
03fcfb0f-7c85-4c2a-94fd-06e88d89c3b4,Fortress,Nobody gets through,Get 50 blocks in a season,Defensive,badge,rare,total_blocks,50,season,false,🏯,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_fortress_rare.png,#EAB308,#CA8A04,#FEF08A,,volleyball,true,43,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_gold.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/epic_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,100,player,6,Brick Wall,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_fortress_rare.png,6,4,3,,stat
98b48164-e11b-431d-bd3a-22b332fd22ac,Dig It I,First dig,Record your first dig,Defensive,badge,common,total_digs,1,career,false,🛡️,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_dig-it-i_common.png,#3B82F6,#1D4ED8,#93C5FD,,volleyball,true,30,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_iron.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/common_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/crystal_sapphire.png,25,player,1,Dig It II,,Lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_dig-it-i_common.png,7,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_dig-it-i-chain_tier0.png,stat
5babfb9d-d9e4-40d7-b919-aa007c6506df,ACE SNIPER,Precision from the line,Record 10 aces in a season,offensive,badge,uncommon,total_aces,10,season,false,🎯,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/ace_sniper.png,#8B5CF6,#6D28D9,#A78BFA,,volleyball,true,21,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_bronze.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/uncommon_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/spark_fire.png,50,player,1,,,lifetime,,,0,1,,milestone
042a50d1-32ba-42c2-8ebf-e78927b26b9c,DOUBLE-DOUBLE,Multi-dimensional player,Record double digits in two stat categories in a single game,elite,badge,epic,,,single_game,false,✨,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/mvp_elite.png,#FFD700,#FFA500,#FEF9C3,,volleyball,true,91,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/shields/shield_gold.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/epic_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/cosmic_divine.png,200,player,1,,,lifetime,,,0,1,,milestone
0401f9a4-f6bb-4edb-8c31-d0641b997218,NEON NIGHTS,Light up the scoreboard,Score 150 points in a season,heart,calling_card,epic,total_points,150,season,false,💜,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/all_heart.png,#D946EF,#A855F7,,"linear-gradient(135deg, #7C3AED 0%, #A855F7 25%, #D946EF 50%, #EC4899 75%, #F472B6 100%)",volleyball,true,131,2026-01-23T16:01:46.954969+00:00,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/calling-cards/banners/special_wings.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/auras/glow/epic_3.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/effects/unlock/energy_heart.png,200,player,1,,,lifetime,,,0,1,,milestone
0d07be23-d07e-43dd-887d-526a86ad656b,First Shoutout,Give your first shoutout,Send a shoutout to a teammate,Community,shoutout_given,common,shoutouts_given,1,lifetime,false,📢,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/universal/universal_first-shoutout_common.png,,,,,,true,40,2026-02-25T23:39:08.977882+00:00,,,,25,all,1,,,lifetime,,,0,1,,community
2fd9af87-b0ba-4b00-868c-f195baf3216f,Iron Player,Attend 10 consecutive practices,Show up to 10 practices in a row,Heart,attendance,uncommon,,10,streak,false,💪,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_iron-player_common.png,,,,,volleyball,true,30,2026-02-25T23:39:08.977882+00:00,,,,50,player,1,,,lifetime,,,0,1,,milestone
71c12962-d9f2-4561-9a85-fd65c79c424a,Team Legend,Receive 25 shoutouts,Get recognized by 25 shoutouts,Community,shoutout_received,rare,shoutouts_received,25,lifetime,false,🏆,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/universal/universal_team-legend_rare.png,,,,,,true,44,2026-02-25T23:39:08.977882+00:00,,,,100,all,1,,,lifetime,,,0,1,,community
8cd5eaf3-08c2-4d7c-8095-08a1d8a091c1,Puppet Master,Running the show,Get 75 assists in a season,Playmaker,stat_single_game,rare,assists,10,game,false,🎭,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_puppet-master_rare.png,,,,,volleyball,true,22,2026-02-25T23:39:08.977882+00:00,,,,100,player,6,Wizard,,Season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_puppet-master_rare.png,9,4,3,,stat
9ee1aa1a-a799-45e3-8ede-33529d36ef7f,Hype Machine,Give 10 shoutouts,Send 10 shoutouts to teammates,Community,shoutout_given,uncommon,shoutouts_given,10,lifetime,false,📣,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/universal/universal_hype-machine_uncommon.png,,,,,,true,41,2026-02-25T23:39:08.977882+00:00,,,,50,all,1,,,lifetime,,,0,1,,community
43647434-08ce-470e-8c4f-e8fcac7e6d59,Block Party,5 blocks in a single game,Get 5 blocks in one game,Defensive,stat_single_game,epic,blocks,5,game,false,🎉,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_block-party_rare.png,,,,,volleyball,true,14,2026-02-25T23:39:08.977882+00:00,,,,200,player,1,,,lifetime,,,0,1,,stat
