id,name,description,stat_key,rarity,category,xp_reward,badge_image_url,icon_url,threshold,created_at
034e3835-b8db-44cd-afba-a325ef2de811,200 Career Wins,Coaching royalty,career_wins,legendary,Winning,500,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-career-wins_legendary.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-career-wins_legendary.png,200,2026-03-27T20:07:43.183081+00:00
ea31a33c-0fb2-4c22-9112-1157a90579ed,200 Club,Play 200 career games,career_games,legendary,Career,500,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_200-club_legendary.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_200-club_legendary.png,200,2026-03-27T20:07:38.445257+00:00
386ffe26-e30c-47b8-b673-c6bf6eb13786,200 Games Coached,Hall of Fame,career_games,legendary,Coaching,500,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-games-coached_legendary.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-games-coached_legendary.png,200,2026-03-27T20:07:40.763061+00:00
d9910598-461f-4d88-ad0c-0faaa1e1de07,200 Players,200 registered players in a season,total_players,epic,Growth,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_200-players_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_200-players_epic.png,200,2026-03-27T20:07:57.146224+00:00
b8d5d9e8-8482-47ae-8fcd-b8862c01bc57,25 Career Wins,Quarter century,career_wins,uncommon,Winning,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_25-career-wins_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_25-career-wins_uncommon.png,25,2026-03-27T20:07:42.843884+00:00
322fc1f4-a184-4d00-944c-dc4e59aae9b5,25 Games,Play 25 games,games_played,uncommon,Career,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_games_played_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_25-games_uncommon.png,25,2026-03-27T20:07:38.130993+00:00
86a34a14-5b36-4e9b-a16e-5da9ea8a0e5f,25 Games,Play 25 games,games_played,uncommon,Career,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_25-games_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_25-games_uncommon.png,25,2026-03-27T20:08:27.475976+00:00
5ef44c6f-9d2e-4ba8-a32d-637eb1602af0,25 Games Coached,Seasoned coach,games_completed,uncommon,Coaching,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_25-games-coached_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_25-games-coached_uncommon.png,25,2026-02-26T00:27:18.078278+00:00
bbd627b4-1e73-46a6-9047-556aca008781,3 Seasons Complete,Complete 3 seasons,seasons_completed,uncommon,Career,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_3-seasons-complete_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_3-seasons-complete_uncommon.png,3,2026-02-26T00:27:18.078278+00:00
96b54dee-bda4-48de-8dec-7f923fea5910,3-Coach Minimum,Every team has 3+ coaches,min_coaches_met,uncommon,Operations,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_3-coach-minimum_uncommon-v2.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_3-coach-minimum_uncommon-v2.png,1,2026-03-27T20:08:19.735114+00:00
3f32b1ad-4e2f-4c9a-8108-bb07ff7ad88c,5 Seasons Complete,Complete 5 seasons,seasons_completed,rare,Career,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_5-seasons-complete_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_5-seasons-complete_rare.png,5,2026-03-27T20:08:01.23134+00:00
85ce8e29-e066-4239-9fe3-50835b200e5c,5 Seasons Paid,Pay for 5 seasons (career),seasons_paid,rare,Financial,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_5-seasons-paid_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_5-seasons-paid_rare.png,5,2026-03-27T20:08:13.715798+00:00
841bec70-b0a0-4359-869e-c802d309a37c,5 Shoutouts Received,Get 5 shoutouts,shoutouts_received,uncommon,Meta,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_5-shoutouts-received_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_5-shoutouts-received_uncommon.png,5,2026-03-27T20:08:22.353737+00:00
ce61ca7c-e01c-4220-9aa3-f935e1fef0a4,5 Teams,Create 5 teams,teams_created,common,Setup,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_5-teams_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_5-teams_common.png,5,2026-02-26T00:27:18.078278+00:00
325f9c2b-1e48-4502-a3b4-83c1610062f1,5 Wins,Building momentum,season_wins,common,Winning,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_5-wins_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_5-wins_common.png,5,2026-03-27T20:07:41.908001+00:00
1fdce724-525d-49b8-8c38-61a578b0436c,50 Career Wins,Proven winner,career_wins,rare,Winning,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-career-wins_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-career-wins_rare.png,50,2026-03-27T20:07:42.934111+00:00
ac266a2b-fffc-4a5d-9355-54709cbd769c,50 Games,Play 50 games,games_played,rare,Career,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_games_played_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_50-games_rare.png,50,2026-03-27T20:07:38.236358+00:00
c460d72a-5415-45cc-8898-eaf61524c85c,50 Games,Play 50 games,games_played,rare,Career,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_50-games_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_50-games_rare.png,50,2026-03-27T20:08:27.356092+00:00
e5505fcd-c869-434c-8f9b-cbcd143aeb10,50 Games Coached,Coaching veteran,games_completed,rare,Coaching,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-games-coached_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-games-coached_rare.png,50,2026-03-27T20:07:40.558036+00:00
1354004d-8082-4e4a-b2a6-1c43e6ce6825,500 Club,500 registered players in a season,total_players,legendary,Growth,500,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_500-club_legendary.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_500-club_legendary.png,500,2026-03-27T20:07:57.26091+00:00
f9983cf2-e53b-4ea6-b7fa-371810d26d04,Ace Machine,Nobody can return your serve,total_aces,epic,Offensive,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_total_aces_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_ace-machine_epic.png,50,2026-01-23T16:01:46.954969+00:00
6d280a62-68b5-42cc-a153-d4a3fa9b59ac,Ace Machine,Nobody can return your serve,total_aces,epic,Offensive,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_ace-machine_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_ace-machine_epic.png,50,2026-03-27T20:08:28.157916+00:00
5babfb9d-d9e4-40d7-b919-aa007c6506df,ACE SNIPER,Precision from the line,total_aces,uncommon,offensive,50,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/achievements/icons/ace_sniper.png,10,2026-01-23T16:01:46.954969+00:00
4724529d-f25e-4323-bdc2-f62adfca135d,Acknowledged I,Acknowledge 3 action-required messages,messages_acknowledged,common,Reliability,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_acknowledged-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_acknowledged-i_common.png,3,2026-03-27T20:07:53.102985+00:00
018f419d-424e-424a-8505-c53864f5dfc8,Acknowledged II,Acknowledge every action-required message,messages_acknowledged_pct,rare,Reliability,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_acknowledged-ii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_acknowledged-ii_rare.png,100,2026-03-27T20:07:53.205328+00:00
22dfbfcd-e147-46bd-b845-2b70a0156950,Active Poster,Post 5 times on team wall,posts_created,common,Social,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_active-poster_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_active-poster_common.png,5,2026-03-27T20:07:51.635724+00:00
79506aed-b63a-4b1f-acb8-4d27dddc677a,Admin Trust,Get access expanded by admin,access_expanded,uncommon,Career,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_admin-trust_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_admin-trust_uncommon.png,1,2026-03-27T20:08:22.56241+00:00
9a360f6b-f7ff-4451-be19-5bb367412a78,Age Group Complete,Have teams in 3+ age groups,age_groups_active,uncommon,Growth,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_age-group-complete_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_age-group-complete_uncommon.png,3,2026-03-27T20:08:15.956963+00:00
1d8372c7-6fcd-4634-8fb8-31c8b3592f3e,All-Star,Lead team in 2+ stat categories,mvp_categories,epic,Elite,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_all-star_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_all-star_epic.png,2,2026-03-27T20:08:09.302788+00:00
fb68dfee-eae1-4e2a-a488-2bc12edba50e,Always Current,Zero overdue balance all season,seasons_current,rare,Financial,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_always-current_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_always-current_rare.png,1,2026-02-26T00:27:18.078278+00:00
7e3351e0-24e1-4d55-be7c-8f4f2bf4b7b0,Ambassador Elite,Refer 10+ families,referrals_completed,legendary,Referral,500,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-elite_legendary.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-elite_legendary.png,10,2026-03-27T20:07:53.649176+00:00
90f139a0-6823-4f8a-8f90-306b4f295a98,Ambassador I,Refer 1 family that registers,referrals_completed,uncommon,Referral,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/badges/universal_referrals_completed_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-i_uncommon.png,1,2026-03-27T20:07:53.327048+00:00
df4bf4d3-d811-4a60-9768-62438b015d68,Ambassador I,Refer 1 family that registers,referrals_completed,uncommon,Referral,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-i_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-i_uncommon.png,1,2026-03-27T20:08:25.382505+00:00
3aae8b9b-5771-486a-9e99-f4d208652069,Ambassador II,Refer 3 families,referrals_completed,rare,Referral,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-ii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-ii_rare.png,3,2026-03-27T20:07:53.424342+00:00
a86cddd5-2640-4b1e-aa65-de7a0547732c,Ambassador III,Refer 5 families,referrals_completed,epic,Referral,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-iii_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_ambassador-iii_epic.png,5,2026-03-27T20:07:53.541492+00:00
83152513-006d-4ffe-a45b-e7b232e36719,Attendance Hawk I,Mark attendance for 5 events,attendance_marked_events,common,Management,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_attendance-hawk-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_attendance-hawk-i_common.png,5,2026-03-27T20:07:45.803851+00:00
989680fa-c1cf-428b-a8cd-4376afc613ae,Attendance Hawk II,Mark attendance for all events,attendance_marked_pct,rare,Management,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_attendance-hawk-ii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_attendance-hawk-ii_rare.png,100,2026-03-27T20:07:45.890557+00:00
517941fb-9eb7-4034-8888-d91b12c48e97,Attendance Tracked,Attendance marked for 90%+ of events,attendance_tracking_pct,uncommon,Operations,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_attendance-tracked_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_attendance-tracked_uncommon.png,90,2026-03-27T20:08:17.871681+00:00
32b7bf6e-64b2-4172-b360-d628dd96c11c,Audit Ready,All documentation complete and accessible,audit_ready,rare,Compliance,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_audit-ready_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_audit-ready_rare.png,1,2026-03-27T20:08:22.139925+00:00
6eaf50ad-3b22-49d0-9a69-5796830c7c2e,Back to Back,Win 2 challenges in a row,consecutive_challenge_wins,epic,Challenges,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_consecutive_challenge_wins_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_back-to-back_epic.png,2,2026-03-27T20:08:08.88382+00:00
f148564c-ec2b-4230-98f5-2eb970e3e63e,Back to Back,Win 2 challenges in a row,consecutive_challenge_wins,epic,Challenges,200,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_back-to-back_epic.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_back-to-back_epic.png,2,2026-03-27T20:08:27.047335+00:00
e144ff50-7d28-46f3-b3cf-400fd633c2ad,Background Check Boss,All coaches background checked,bg_checks_complete,rare,Operations,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_background-check-boss_rare-v2.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_background-check-boss_rare-v2.png,100,2026-03-27T20:08:17.272667+00:00
90c8fccc-ad6a-4b5e-bea4-1d08e2065f9e,Badge Collector I,Earn 10 badges,total_badges,common,Meta,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_badge-collector-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_badge-collector-i_common.png,10,2026-03-27T20:08:07.438555+00:00
ebb2e40c-2281-40c0-8b4a-c0aa671a9bf8,Badge Collector I,Earn 10 badges,total_badges,common,Meta,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-collector-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-collector-i_common.png,10,2026-03-27T20:07:47.266588+00:00
9648e0a3-dec4-41bb-9705-bf1846f6729f,Badge Collector I,Earn 10 badges,total_badges,common,Meta,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_badge-collector-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_badge-collector-i_common.png,10,2026-03-27T20:08:01.874732+00:00
49f0cc9f-1c22-4b4f-ad87-50e2840f1105,Badge Collector I,Earn 10 total badges,total_badges,common,Meta,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-i_common.png,10,2026-03-27T20:07:39.880738+00:00
fbd5e8e4-4843-4013-b3f4-6f71182d4885,Badge Collector I,Earn 10 badges,total_badges,common,Meta,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_badge-collector-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_badge-collector-i_common.png,10,2026-03-27T20:07:54.399237+00:00
a09243ba-c2a2-4027-abd1-713ea3034262,Badge Collector II,Earn 25 badges,total_badges,uncommon,Meta,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_badge-collector-ii_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_badge-collector-ii_uncommon.png,25,2026-03-27T20:08:07.526712+00:00
d8b50b65-7f9b-4b52-ac54-05b223a93448,Badge Collector II,Earn 25 badges,total_badges,uncommon,Meta,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_badge-collector-ii_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_badge-collector-ii_uncommon.png,25,2026-03-27T20:08:01.983242+00:00
4733d369-8621-4796-a077-40257f28ea6d,Badge Collector II,Earn 25 badges,total_badges,uncommon,Meta,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-collector-ii_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-collector-ii_uncommon.png,25,2026-03-27T20:07:47.354696+00:00
d82a77b7-443b-48f8-abe3-6e3e5bfc1720,Badge Collector II,Earn 25 badges,total_badges,uncommon,Meta,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_badge-collector-ii_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_badge-collector-ii_uncommon.png,25,2026-03-27T20:07:54.497709+00:00
e1b8d7fd-22bc-4426-a816-fc1e8864fb17,Badge Collector II,Earn 25 total badges,total_badges,uncommon,Meta,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-ii_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-ii_uncommon.png,25,2026-03-27T20:07:40.007155+00:00
696545df-ffc5-4586-89e6-2c6148d1ff28,Badge Collector III,Earn 50 badges,total_badges,rare,Meta,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_badge-collector-iii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/tm/tm_badge-collector-iii_rare.png,50,2026-03-27T20:08:07.643089+00:00
c3c4c8e3-3662-4816-8385-a34d268de919,Badge Collector III,Earn 50 badges,total_badges,rare,Meta,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-collector-iii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-collector-iii_rare.png,50,2026-03-27T20:07:47.465185+00:00
320315f5-4c57-41c6-a500-913c4d89cce0,Badge Collector III,Earn 50 badges,total_badges,rare,Meta,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_badge-collector-iii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin_badge-collector-iii_rare.png,50,2026-03-27T20:08:02.075594+00:00
f995b5f9-70d3-415e-859c-62cc96b57651,Badge Collector III,Earn 50 total badges,total_badges,rare,Meta,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-iii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-iii_rare.png,50,2026-03-27T20:07:40.131276+00:00
9ecd429e-129c-476c-8670-ee051d3e9b78,Badge Collector III,Earn 50 badges,total_badges,rare,Meta,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_badge-collector-iii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/parent/parent_badge-collector-iii_rare.png,50,2026-03-27T20:07:54.612415+00:00
51449d0b-d440-4fd5-9183-dc5ff7e8025a,Badge Factory I,Team earns 10 badges,badges_awarded,common,Development,25,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-factory-i_common.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-factory-i_common.png,10,2026-02-26T00:27:18.078278+00:00
575f694c-ad02-406f-8db3-c241ce3c6855,Badge Factory II,Team earns 25 badges,badges_awarded,uncommon,Development,50,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-factory-ii_uncommon.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-factory-ii_uncommon.png,25,2026-03-27T20:07:45.184103+00:00
ae72e657-1c58-46f6-b396-bacf385e1cc8,Badge Factory III,Team earns 50 badges,badges_awarded,rare,Development,100,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-factory-iii_rare.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_badge-factory-iii_rare.png,50,2026-03-27T20:07:45.280029+00:00
