badge_filename,badge_role,badge_number,badge_name,icon_description,frame_style,rarity,match_type,action,achievement_id,achievement_name,stat_key,category,xp_reward,threshold,storage_folder,new_badge_image_url,new_thumb_url
admin-011-coach-recruiter-ii.png,admin,011,Coach Recruiter II,Org chart with three connected person icons,community,Uncommon,EXACT,UPDATE_URL,839af05c-1265-4506-9e28-708d23eda1b4,Coach Recruiter II,coaches_assigned,Setup,50,10,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-011-coach-recruiter-ii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-011-coach-recruiter-ii-thumb.png
admin-012-coach-recruiter-iii.png,admin,012,Coach Recruiter III,Org chart with three connected person icons,community,Rare,EXACT,UPDATE_URL,89ec2a05-2f45-42af-a786-b93dbb270d90,Coach Recruiter III,coaches_assigned,Setup,100,20,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-012-coach-recruiter-iii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-012-coach-recruiter-iii-thumb.png
admin-013-first-sport.png,admin,013,First Sport,Blue gear and wrench tool icons,community,Common,EXACT,UPDATE_URL,b7774512-2fa0-436e-a6c7-cf444714c4f7,First Sport,sports_configured,Setup,25,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-013-first-sport.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-013-first-sport-thumb.png
admin-014-multi-sport-org.png,admin,014,Multi-Sport Org,Blue gear and wrench tool icons,community,Uncommon,EXACT,UPDATE_URL,f4acc084-40eb-4b08-9b78-131b8d4ea851,Multi-Sport Org,sports_configured,Setup,50,2,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-014-multi-sport-org.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-014-multi-sport-org-thumb.png
admin-015-sports-complex.png,admin,015,Sports Complex,Blue gear and wrench tool icons,community,Rare,EXACT,UPDATE_URL,2559bad1-5a54-4950-9917-8891846a3ea7,Sports Complex,sports_configured,Setup,100,4,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-015-sports-complex.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-015-sports-complex-thumb.png
admin-016-first-10.png,admin,016,First 10,Green seedling with two leaves sprouting,milestone,Common,EXACT,UPDATE_URL,4805129e-05a2-4ac6-93a5-25dc10ba2b9f,First 10,total_players,Growth,25,10,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-016-first-10.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-016-first-10-thumb.png
admin-017-first-25.png,admin,017,First 25,Green seedling with two leaves sprouting,milestone,Common,NEW,CREATE_ACHIEVEMENT,,,seasons_created,Career,15,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-017-first-25.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-017-first-25-thumb.png
admin-018-first-50.png,admin,018,First 50,Green seedling with two leaves sprouting,milestone,Uncommon,EXACT,UPDATE_URL,3504c76f-8653-4dda-aa6b-f15ea9916001,First 50,total_players,Growth,50,50,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-018-first-50.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-018-first-50-thumb.png
admin-019-first-100.png,admin,019,First 100,Green seedling with two leaves sprouting,milestone,Rare,EXACT,UPDATE_URL,8dcd68af-de56-43e3-a530-8cf784ae654a,First 100,total_players,Growth,100,100,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-019-first-100.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-019-first-100-thumb.png
admin-020-200-players.png,admin,020,200 Players,Green seedling with two leaves sprouting,milestone,Epic,EXACT,UPDATE_URL,d9910598-461f-4d88-ad0c-0faaa1e1de07,200 Players,total_players,Growth,200,200,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-020-200-players.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-020-200-players-thumb.png
admin-021-500-club.png,admin,021,500 Club,Green seedling with two leaves sprouting,milestone,Legendary,EXACT,UPDATE_URL,1354004d-8082-4e4a-b2a6-1c43e6ce6825,500 Club,total_players,Growth,500,500,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-021-500-club.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-021-500-club-thumb.png
admin-022-registration-machine-i.png,admin,022,Registration Machine I,Green circle checkmark approval badge,community,Common,EXACT,UPDATE_URL,71ff337c-3d8b-4efc-8f94-d94537df0514,Registration Machine I,registrations_processed,Operations,25,10,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-022-registration-machine-i.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-022-registration-machine-i-thumb.png
admin-023-registration-machine-ii.png,admin,023,Registration Machine II,Green circle checkmark approval badge,community,Uncommon,EXACT,UPDATE_URL,a84a4663-988f-4245-be28-5a198030b379,Registration Machine II,registrations_processed,Operations,50,25,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-023-registration-machine-ii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-023-registration-machine-ii-thumb.png
admin-024-registration-machine-iii.png,admin,024,Registration Machine III,Green circle checkmark approval badge,community,Rare,EXACT,UPDATE_URL,6b3fec19-de84-401f-99f7-92bd19b76e0f,Registration Machine III,registrations_processed,Operations,100,50,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-024-registration-machine-iii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-024-registration-machine-iii-thumb.png
admin-025-registration-machine-iv.png,admin,025,Registration Machine IV,Green circle checkmark approval badge,community,Epic,EXACT,UPDATE_URL,25baa235-7677-42ac-8f1b-c6f7f98fe3e8,Registration Machine IV,registrations_processed,Operations,200,100,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-025-registration-machine-iv.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-025-registration-machine-iv-thumb.png
admin-026-zero-waitlist.png,admin,026,Zero Waitlist,Receipt/ledger paper with lines,community,Rare,EXACT,UPDATE_URL,0ec88b8c-4409-42ac-980d-ac75ba49e44a,Zero Waitlist,zero_waitlist_season,Operations,100,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-026-zero-waitlist.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-026-zero-waitlist-thumb.png
admin-027-growth-rate-25%.png,admin,027,Growth Rate 25%,Wallet with money bills sticking out,milestone,Uncommon,EXACT,UPDATE_URL,a6e18fed-1bef-4036-b6b7-69f8d6d3025b,Growth Rate 25%,growth_rate,Growth,50,25,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-027-growth-rate-25%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-027-growth-rate-25%-thumb.png
admin-028-growth-rate-50%.png,admin,028,Growth Rate 50%,Wallet with money bills sticking out,milestone,Rare,EXACT,UPDATE_URL,4a8da15c-8639-492d-8191-8b66b2d911e6,Growth Rate 50%,growth_rate,Growth,100,50,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-028-growth-rate-50%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-028-growth-rate-50%-thumb.png
admin-029-returning-families-80%.png,admin,029,Returning Families 80%,Rocket ship launching upward with flame trail,milestone,Rare,EXACT,UPDATE_URL,9abc3c1c-757a-4c0c-9ee5-eb67385e7be4,Returning Families 80%,return_rate,Growth,100,80,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-029-returning-families-80%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-029-returning-families-80%-thumb.png
admin-030-returning-families-90%.png,admin,030,Returning Families 90%,Rocket ship launching upward with flame trail,milestone,Epic,EXACT,UPDATE_URL,1b3bf3f6-53b4-450e-873d-48b875515331,Returning Families 90%,return_rate,Growth,200,90,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-030-returning-families-90%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-030-returning-families-90%-thumb.png
admin-031-first-walk-in.png,admin,031,First Walk-In,Green seedling sprouting from purple soil mound,milestone,Uncommon,EXACT,UPDATE_URL,785cc52f-e41d-4ba2-992e-f05bebb25ad1,First Walk-In,organic_registrations,Growth,50,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-031-first-walk-in.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-031-first-walk-in-thumb.png
admin-032-fully-rostered.png,admin,032,Fully Rostered,Org chart with three connected person icons,community,Rare,EXACT,UPDATE_URL,aa22565f-4e06-408f-9164-1dc0d3db9bbb,Fully Rostered,fully_rostered_season,Operations,100,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-032-fully-rostered.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-032-fully-rostered-thumb.png
admin-033-season-sold-out.png,admin,033,Season Sold Out,Rocket ship launching diagonally upward,milestone,Epic,EXACT,UPDATE_URL,d98b4e29-cd03-4be7-be6d-02d5a0a4c66e,Season Sold Out,season_sold_out,Growth,200,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-033-season-sold-out.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-033-season-sold-out-thumb.png
admin-034-age-group-complete.png,admin,034,Age Group Complete,Purple castle with orange flag on top,milestone,Uncommon,EXACT,UPDATE_URL,9a360f6b-f7ff-4451-be19-5bb367412a78,Age Group Complete,age_groups_active,Growth,50,3,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-034-age-group-complete.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-034-age-group-complete-thumb.png
admin-035-gender-inclusive.png,admin,035,Gender Inclusive,Purple castle with orange flag on top,milestone,Uncommon,EXACT,UPDATE_URL,6bc9ee51-a29a-4fd4-a998-1e024c7aa2d0,Gender Inclusive,gender_diversity,Growth,50,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-035-gender-inclusive.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-035-gender-inclusive-thumb.png
admin-036-first-dollar.png,admin,036,First Dollar,Wallet with money bills sticking out,community,Common,EXACT,UPDATE_URL,1aad4d2b-d4c4-4a5b-8aba-a50205f60145,First Dollar,season_revenue,Financial,25,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-036-first-dollar.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-036-first-dollar-thumb.png
admin-037-revenue:-$1k.png,admin,037,Revenue: $1K,Wallet with money bills sticking out,community,Common,NEW,CREATE_ACHIEVEMENT,,,season_revenue,Financial,15,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-037-revenue:-$1k.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-037-revenue:-$1k-thumb.png
admin-038-revenue:-$5k.png,admin,038,Revenue: $5K,Wallet with money bills sticking out,community,Uncommon,EXACT,UPDATE_URL,2b7b3c33-8020-4e46-b351-73e6b0b144ac,Revenue: $5K,season_revenue,Financial,50,5000,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-038-revenue:-$5k.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-038-revenue:-$5k-thumb.png
admin-039-revenue:-$10k.png,admin,039,Revenue: $10K,Wallet with money bills sticking out,community,Rare,EXACT,UPDATE_URL,81969353-48d9-4781-95fa-ea14deceac32,Revenue: $10K,season_revenue,Financial,100,10000,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-039-revenue:-$10k.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-039-revenue:-$10k-thumb.png
admin-040-revenue:-$25k.png,admin,040,Revenue: $25K,Wallet with money bills sticking out,community,Epic,EXACT,UPDATE_URL,2156f428-e630-4650-bcb7-eb20d9ab1498,Revenue: $25K,season_revenue,Financial,200,25000,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-040-revenue:-$25k.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-040-revenue:-$25k-thumb.png
admin-041-revenue:-$50k.png,admin,041,Revenue: $50K,Wallet with money bills sticking out,community,Legendary,EXACT,UPDATE_URL,2ae68525-3915-4341-8532-5eae419b71a9,Revenue: $50K,season_revenue,Financial,500,50000,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-041-revenue:-$50k.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-041-revenue:-$50k-thumb.png
admin-042-collection-rate-80%.png,admin,042,Collection Rate 80%,Stack of gold coins,community,Common,EXACT,UPDATE_URL,46c4f56d-a067-4641-a326-e4bf0c7c3dd0,Collection Rate 80%,collection_rate,Financial,25,80,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-042-collection-rate-80%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-042-collection-rate-80%-thumb.png
admin-043-collection-rate-90%.png,admin,043,Collection Rate 90%,Stack of gold coins,community,Uncommon,EXACT,UPDATE_URL,e0b0f347-2bb7-4d7b-80bd-759e9c80effb,Collection Rate 90%,collection_rate,Financial,50,90,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-043-collection-rate-90%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-043-collection-rate-90%-thumb.png
admin-044-collection-rate-95%.png,admin,044,Collection Rate 95%,Stack of gold coins,community,Rare,EXACT,UPDATE_URL,92ccdc5a-a3ec-4596-9020-00754b3db5d3,Collection Rate 95%,collection_rate,Financial,100,95,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-044-collection-rate-95%.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-044-collection-rate-95%-thumb.png
admin-045-full-collection.png,admin,045,Full Collection,Stack of gold coins,community,Epic,EXACT,UPDATE_URL,84392f64-f10d-4ac4-872d-d48d90285755,Full Collection,collection_rate,Financial,200,100,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-045-full-collection.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-045-full-collection-thumb.png
admin-046-zero-overdue.png,admin,046,Zero Overdue,Receipt/ledger paper with lines,community,Rare,EXACT,UPDATE_URL,dfd0c3a0-a9e8-4319-9250-9f6fa6e4b10d,Zero Overdue,zero_overdue_season,Financial,100,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-046-zero-overdue.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-046-zero-overdue-thumb.png
admin-047-payment-plan-success.png,admin,047,Payment Plan Success,Receipt/ledger paper with lines,community,Rare,EXACT,UPDATE_URL,0a18fc80-35f2-4bfe-9840-cd93bc881808,Payment Plan Success,installment_completion_rate,Financial,100,100,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-047-payment-plan-success.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-047-payment-plan-success-thumb.png
admin-048-scholarship-fund.png,admin,048,Scholarship Fund,Credit card with chip,community,Uncommon,EXACT,UPDATE_URL,a7508a44-e3ea-426a-b8d9-c8de627d340c,Scholarship Fund,scholarships_created,Financial,50,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-048-scholarship-fund.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-048-scholarship-fund-thumb.png
admin-049-early-bird-effective.png,admin,049,Early Bird Effective,Wallet with money bills sticking out,community,Uncommon,EXACT,UPDATE_URL,8acf2702-7d46-4536-89e1-d7bcf11dc24e,Early Bird Effective,early_bird_uptake,Financial,50,50,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-049-early-bird-effective.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-049-early-bird-effective-thumb.png
admin-050-revenue-growth.png,admin,050,Revenue Growth,Wallet with money bills sticking out,community,Rare,EXACT,UPDATE_URL,1e931a09-c0f5-488a-9e39-d21794bce66f,Revenue Growth,revenue_growth_pct,Financial,100,25,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-050-revenue-growth.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-050-revenue-growth-thumb.png
admin-051-first-blast.png,admin,051,First Blast,Orange megaphone/bullhorn with sound waves,community,Common,NEW,CREATE_ACHIEVEMENT,,,blasts_sent,Communication,15,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-051-first-blast.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-051-first-blast-thumb.png
admin-052-communicator-i.png,admin,052,Communicator I,Orange megaphone/bullhorn with sound waves,community,Common,EXACT,UPDATE_URL,9c994219-cdf2-44f3-9e33-28b717302e06,Communicator I,blasts_sent,Communication,25,10,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-052-communicator-i.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-052-communicator-i-thumb.png
admin-053-communicator-ii.png,admin,053,Communicator II,Orange megaphone/bullhorn with sound waves,community,Uncommon,NEW,CREATE_ACHIEVEMENT,,,blasts_sent,Communication,25,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-053-communicator-ii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-053-communicator-ii-thumb.png
admin-054-communicator-iii.png,admin,054,Communicator III,Orange megaphone/bullhorn with sound waves,community,Rare,NEW,CREATE_ACHIEVEMENT,,,blasts_sent,Communication,50,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-054-communicator-iii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-054-communicator-iii-thumb.png
admin-055-team-wall-active.png,admin,055,Team Wall Active,Camera with flash burst,community,Common,NEW,CREATE_ACHIEVEMENT,,,total_blocks,Defensive,15,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-055-team-wall-active.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-055-team-wall-active-thumb.png
admin-056-photo-uploader.png,admin,056,Photo Uploader,Camera with flash burst,community,Uncommon,NEW,CREATE_ACHIEVEMENT,,,photos_uploaded,Community,25,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-056-photo-uploader.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-056-photo-uploader-thumb.png
admin-057-shoutout-admin-i.png,admin,057,Shoutout Admin I,Blue megaphone with sound wave lines,community,Common,NEW,CREATE_ACHIEVEMENT,,,shoutouts_received,Community,15,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-057-shoutout-admin-i.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-057-shoutout-admin-i-thumb.png
admin-058-shoutout-admin-ii.png,admin,058,Shoutout Admin II,Blue megaphone with sound wave lines,community,Uncommon,NEW,CREATE_ACHIEVEMENT,,,shoutouts_received,Community,25,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-058-shoutout-admin-ii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-058-shoutout-admin-ii-thumb.png
admin-059-shoutout-admin-iii.png,admin,059,Shoutout Admin III,Blue megaphone with sound wave lines,community,Rare,NEW,CREATE_ACHIEVEMENT,,,shoutouts_received,Community,50,,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-059-shoutout-admin-iii.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-059-shoutout-admin-iii-thumb.png
admin-060-schedule-published.png,admin,060,Schedule Published,Two hands gripping golden baton in relay pass,community,Common,EXACT,UPDATE_URL,7fa6fabc-b042-4572-b8ac-27bbdff86465,Schedule Published,schedule_published,Operations,25,1,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-060-schedule-published.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-060-schedule-published-thumb.png
admin-061-reminder-master.png,admin,061,Reminder Master,Calculator with buttons,community,Uncommon,EXACT,UPDATE_URL,1cdae9a8-c1cf-46ae-a713-417ba2682fdc,Reminder Master,payment_reminders_sent,Communication,50,10,admin,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-061-reminder-master.png,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/admin/admin-061-reminder-master-thumb.png
